services,date,time,ride_status,source,destination,duration,ride_id,distance,ride_charge,misc_charge,total_fare,payment_method
cab economy,2024-07-31,07:43:15.805650,cancelled,Mahadevapura Boulevard,Srirampura Harbor,59,RD7429512306630461,4.05,,,,nan
bike,2024-07-12,09:47:07.805650,completed,Indiranagar Quarry,Nelamangala 4th Stage,57,RD4722100481214659,14.37,792.86,45.6,838.46,Paytm
bike,2024-07-28,05:29:15.805650,completed,Doddaballapur Garden,Mysore Road Farms,108,RD9002819916185577,6.02,85.85,10.81,96.66,Paytm
bike,2024-07-28,23:34:43.805650,completed,Kalyan Nagar 5th Stage,Thanisandra Landing,109,RD1907625615105377,3.7,721.5,1.11,722.61,QR scan
auto,2024-07-23,12:58:29.805650,completed,Adugodi Mews,JP Nagar Square,16,RD3349398158807124,24.19,897.61,48.04,945.65,Paytm
bike,2024-07-23,15:46:05.805650,completed,Vidyaranyapura Meadows,Thanisandra Way,118,RD9607085916544790,16.41,263.24,14.19,277.43,QR scan
auto,2024-07-12,00:28:24.805650,completed,Kumaraswamy Layout Cut,Basavanagudi Boulevard,63,RD8911063635356510,39.66,258.18,7.65,265.83,QR scan
auto,2024-07-30,03:09:31.805650,completed,Hosur Woods,Hennur Road Promenade,83,RD6436663075820261,35.56,267.49,17.37,284.86,GPay
bike,2024-08-03,18:46:57.805650,cancelled,Agara 2nd Block,Agara Circle,14,RD9576049492733235,12.75,,,,nan
auto,2024-07-30,06:47:04.805650,completed,Hoodi Esplanade,Magadi Road Promenade,60,RD9387146714992750,40.03,514.94,31.67,546.61,GPay
parcel,2024-07-03,02:05:04.805650,completed,Sahakar Nagar Meadows,Adugodi Cross,92,RD5071355325215165,46.09,772.68,19.23,791.91,GPay
bike lite,2024-07-08,14:56:11.805650,completed,Kudlu 6th Stage,Nandini Layout Meadows,68,RD0732273675262450,38.11,153.32,19.23,172.54999999999998,Paytm
cab economy,2024-06-17,11:38:47.805650,completed,Balagere Passage,Byatarayanapura Pass,49,RD5012022001618923,23.78,339.99,46.7,386.69,QR scan
bike lite,2024-07-04,16:49:13.805650,completed,Yeshwanthpur District,Anekal 4th Stage,56,RD4201478241770470,45.86,245.14,39.45,284.59,GPay
auto,2024-07-12,03:56:54.805650,cancelled,Rajarajeshwari Nagar 5th Block,Nagawara 5th Block,20,RD3403434628503701,47.46,,,,nan
auto,2024-06-18,02:10:24.805650,completed,Kundalahalli Grove,Byatarayanapura Track,20,RD0198423232900948,36.04,527.19,9.06,536.25,QR scan
bike,2024-07-10,12:06:20.805650,completed,Koramangala Boulevard,Ashok Nagar Zone,106,RD0139366092368491,38.72,710.63,3.16,713.79,Paytm
bike,2024-08-10,19:07:24.805650,completed,Bhadrappa Layout Fork,Bellandur Park,38,RD6271164210491986,46.44,850.07,28.21,878.2800000000001,QR scan
cab economy,2024-07-09,06:48:15.805650,cancelled,Vidyaranyapura Track,Koramangala 7th Block 6th Block,65,RD8818236286952351,21.45,,,,nan
bike lite,2024-07-31,18:57:39.805650,completed,Amruthahalli Farms,Ramamurthy Nagar Harbor,15,RD9495643661557179,39.58,824.48,34.86,859.34,QR scan
bike lite,2024-08-11,19:15:23.805650,completed,Balagere Yard,Nagasandra Works,59,RD1659757803891849,49.41,515.42,30.67,546.0899999999999,Amazon Pay
bike,2024-06-22,14:20:00.805650,completed,RMV 2nd Stage Heights,MG Road 3rd Stage,22,RD1176758190993861,15.18,304.21,32.06,336.27,QR scan
cab economy,2024-07-03,03:47:13.805650,cancelled,ITI Layout Esplanade,Nandini Layout Quadrant,66,RD7151689628391610,14.47,,,,nan
auto,2024-06-24,19:32:23.805650,completed,Hosur Road Passage,Whitefield Quadrant,42,RD4129774120191555,41.36,581.07,46.17,627.24,Paytm
cab economy,2024-07-06,16:11:52.805650,completed,BTM 2nd Stage Sector,Thanisandra Complex,107,RD8549820268806163,30.15,542.19,14.3,556.49,Paytm
bike lite,2024-07-14,16:32:53.805650,completed,Babusapalya Esplanade,Hebbal Kempapura Cut,52,RD0652276740413379,44.27,728.54,4.92,733.4599999999999,GPay
bike,2024-07-11,11:23:18.805650,completed,Avalahalli Hills,HRBR Layout Quarters,97,RD8525251648199009,12.13,271.66,20.78,292.44000000000005,QR scan
bike,2024-08-15,06:55:26.805650,completed,Kadubeesanahalli Mews,Tavarekere Side,111,RD1749885909028502,5.82,476.39,37.51,513.9,GPay
auto,2024-08-05,11:30:34.805795,completed,Babusapalya Ridge,Yelahanka 3rd Stage,113,RD9486267429636765,17.12,437.69,27.18,464.87,Paytm
bike,2024-08-15,17:41:57.805795,completed,Gottigere 2nd Block,Varthur Fork,52,RD1468622902481905,41.76,714.83,30.35,745.1800000000001,QR scan
bike lite,2024-08-15,14:23:06.805795,completed,RT Nagar Square,JP Nagar 3rd Stage,78,RD5530520292927077,10.1,707.65,44.8,752.4499999999999,Paytm
auto,2024-06-30,15:49:36.805795,completed,Vidya Vihar District,Banaswadi Garden,51,RD7792966043221317,7.98,80.8,5.82,86.62,Paytm
cab economy,2024-06-26,10:07:38.805795,completed,Amruthahalli Area,Vidyaranyapura Mews,83,RD5712792369956940,22.96,416.44,41.27,457.71,GPay
bike,2024-06-18,03:44:04.805795,completed,Sanjay Nagar 4th Stage,Chikkabellandur 3rd Stage,108,RD9393356268535305,31.76,539.66,21.48,561.14,Amazon Pay
bike lite,2024-06-30,04:03:35.805795,completed,Jakkur Estate,Kothanur 4th Block,97,RD9390679153401353,10.44,915.45,22.18,937.63,GPay
parcel,2024-06-24,03:12:06.805795,cancelled,Horamavu Banaswadi Nagar,Whitefield 2nd Stage,29,RD8866053091345081,33.4,,,,nan
cab economy,2024-07-18,17:11:41.805795,completed,Yelahanka New Town Alley,Kasavanahalli 2nd Stage,67,RD3221003974927878,4.57,532.07,22.93,555.0,Amazon Pay
auto,2024-08-14,17:14:41.805795,completed,Doddanekundi Grove,Giri Nagar Landing,74,RD4354203881883797,31.2,304.12,6.03,310.15,Paytm
bike lite,2024-07-25,00:24:00.805795,completed,Kodigehalli Place,Hennur Road Cove,47,RD5252243123375847,12.09,738.22,4.47,742.69,Amazon Pay
auto,2024-08-05,09:46:41.805795,completed,Doddaballapur 4th Stage,Subramanyapura Valley,114,RD8990458470856985,9.9,221.21,22.32,243.53,QR scan
bike,2024-07-07,10:57:26.805795,completed,Yelahanka New Town Park,Benniganahalli Depot,38,RD2208694461053246,18.4,497.36,13.15,510.51,QR scan
auto,2024-08-05,18:49:05.805795,cancelled,Hulimavu Fork,Babusapalya Plaza,20,RD0271999545935962,4.02,,,,nan
cab economy,2024-07-06,14:04:58.805795,completed,Sadashiva Nagar Colony,Kothaguda Farms,56,RD2208408665540951,21.49,632.76,36.99,669.75,QR scan
cab economy,2024-06-29,01:24:12.805795,completed,Koramangala 6th Block 3rd Block,Sarjapur Alley,51,RD4171024945094601,14.15,591.88,14.81,606.6899999999999,QR scan
bike,2024-07-13,19:07:48.805795,completed,Bhuvaneshwari Nagar View,RT Nagar 4th Stage,112,RD6374820136344332,21.59,932.79,43.76,976.55,GPay
cab economy,2024-07-31,01:22:59.805795,completed,Sadashiva Nagar Station,Seshadripuram Plaza,73,RD6707832105783762,10.12,920.18,47.26,967.4399999999999,GPay
bike,2024-07-23,21:50:51.805795,completed,Kanaka Nagar Run,Kasavanahalli Place,94,RD9402245479438119,31.8,619.53,31.18,650.7099999999999,QR scan
auto,2024-07-17,02:56:18.805795,completed,Bagalur Landing,Bhuvaneshwari Nagar Mews,27,RD5110753390064080,12.22,693.09,48.12,741.21,Amazon Pay
bike lite,2024-07-27,07:15:57.805795,completed,Frazer Town Circle,Kaval Byrasandra Run,111,RD3419496950892483,33.75,79.22,26.11,105.33,GPay
auto,2024-08-15,12:20:48.805795,cancelled,Rajajinagar Court,Varthur Road,61,RD5912964522885292,34.79,,,,nan
cab economy,2024-07-25,10:07:02.805795,completed,Subbanna Palya 2nd Stage,Hosur Valley,59,RD5466278432997798,4.42,606.95,34.63,641.58,GPay
bike lite,2024-07-29,00:29:42.805795,completed,Horamavu Agara Quarry,Kalyan Nagar Trail,93,RD0093204637248954,18.18,771.04,45.3,816.3399999999999,QR scan
cab economy,2024-06-21,00:54:18.805795,completed,Chikkabellandur Close,Chokkanahalli 1st Stage,116,RD7926079656811477,22.74,254.89,29.04,283.93,Amazon Pay
auto,2024-07-17,15:11:10.805795,completed,Kudlu Cut,Babusapalya Zone,15,RD2285456772250410,34.14,656.67,29.87,686.54,QR scan
cab economy,2024-07-05,19:01:22.805795,completed,Hoodi Summit,Adugodi 6th Block,63,RD8889359797896089,23.02,433.05,16.03,449.08000000000004,Paytm
cab economy,2024-07-29,09:58:42.805795,cancelled,Gottigere 5th Block,Varthur 4th Stage,20,RD5670112014708612,14.21,,,,nan
bike lite,2024-07-01,15:59:56.805795,completed,Hulimavu Layout,Hosur Road Works,25,RD3970311922511920,6.41,361.95,26.23,388.18,Paytm
cab economy,2024-06-27,00:49:33.805795,completed,Madivala Park,Kengeri Estate,36,RD5513162793443275,41.31,657.92,9.68,667.5999999999999,Paytm
bike lite,2024-08-12,03:20:05.805795,completed,Lingarajapuram Court,Kothaguda Quadrant,58,RD9392256677440568,28.08,536.46,27.75,564.21,GPay
auto,2024-07-19,16:54:32.805795,completed,Bommanahalli Summit,Koramangala 4th Block Park,108,RD8184304171332977,41.54,159.58,7.98,167.56,GPay
bike,2024-07-14,21:04:34.805795,completed,Kudlu Gate Plaza,Dasarahalli 3rd Block,118,RD4883323503812810,16.13,251.94,15.86,267.8,GPay
cab economy,2024-08-14,21:41:03.805795,completed,Doddakannelli Zone,Banashankari 3rd Stage,96,RD1554097978614554,40.51,328.01,37.86,365.87,Amazon Pay
cab economy,2024-08-06,06:07:26.805795,completed,Chandra Layout Side,Subramanyapura Heights,40,RD0720183698286576,39.36,304.83,6.49,311.32,Amazon Pay
parcel,2024-06-25,08:31:19.805795,cancelled,Bommanahalli Extension,Billekahalli Bridge,112,RD9397624868166350,16.83,,,,nan
auto,2024-08-06,20:17:38.805795,completed,Hosur Road Cut,BTM Layout Meadows,91,RD4340978155830962,5.84,574.05,4.53,578.5799999999999,Amazon Pay
cab economy,2024-07-22,10:27:58.805795,completed,Bellandur Outer Ring Road Square,Doddanekundi Depot,22,RD5777267191944438,39.04,243.13,33.63,276.76,GPay
bike,2024-07-05,12:18:55.805795,cancelled,Hulimavu Grove,Hebbal Kempapura Way,117,RD2306652966850151,40.47,,,,nan
cab economy,2024-08-14,09:25:51.805795,completed,Koramangala Yard,Ramamurthy Nagar 1st Block,25,RD0969910742653935,20.45,104.84,19.99,124.83,Paytm
bike,2024-07-25,04:07:16.805795,completed,Subbanna Palya Yard,Vidya Vihar 2nd Stage,25,RD1320663237785379,35.2,512.39,47.47,559.86,GPay
cab economy,2024-08-12,06:17:27.805795,cancelled,Yeshwanthpur Quarters,HRBR Layout 3rd Stage,32,RD8095698220345417,17.92,,,,nan
bike lite,2024-07-09,11:51:06.805795,completed,BTM Layout Hills,Vidya Vihar Pass,104,RD8068927090647556,28.71,903.1,11.75,914.85,QR scan
bike,2024-06-22,16:45:16.805795,completed,Dodda Banaswadi Landing,Bellandur Outer Ring Road 3rd Block,28,RD5878659264903601,32.18,504.83,46.88,551.71,Paytm
cab economy,2024-07-24,06:54:52.805795,completed,Mahalakshmi Layout Harbor,Sanjay Nagar Side,49,RD7788299891811500,37.91,827.09,34.2,861.2900000000001,Paytm
auto,2024-07-26,06:11:09.805795,completed,Balagere 3rd Stage,Billekahalli 5th Stage,56,RD8793150288249607,26.0,619.22,41.97,661.19,GPay
bike,2024-07-21,18:50:02.805795,completed,Chikkabellandur Court,Horamavu Loop,67,RD5087429893540699,38.48,168.36,23.72,192.08,GPay
bike,2024-08-10,16:48:52.805795,completed,Nelamangala Cove,Adugodi Landing,101,RD8060054086104514,47.99,625.65,47.92,673.5699999999999,GPay
parcel,2024-06-20,10:41:07.805795,completed,Basaveshwaranagar Quay,Hebbal Kempapura Bridge,67,RD5585515080085816,2.29,448.18,43.3,491.48,QR scan
cab economy,2024-07-30,04:08:18.805795,completed,Koramangala 8th Block District,Kalyan Nagar Pier,89,RD7439479867125435,5.91,300.53,45.36,345.89,Amazon Pay
auto,2024-07-19,08:35:12.805795,completed,Hebbal Valley,Hebbal Kempapura Cove,40,RD2908261726342564,48.91,607.87,32.05,639.92,Amazon Pay
cab economy,2024-06-18,22:34:21.805795,completed,HRBR Layout Quadrant,Vidya Vihar Quadrant,56,RD8737702517269544,3.51,432.96,46.58,479.53999999999996,Paytm
bike lite,2024-08-10,15:36:04.805795,completed,Doddakannelli Cut,BTM 2nd Stage Road,71,RD4788113367051429,19.98,815.5,35.54,851.04,GPay
parcel,2024-07-19,14:03:08.805795,completed,Nayandahalli Yard,Electronic City Promenade,79,RD7501640109307041,26.79,309.44,38.23,347.67,Paytm
bike,2024-08-11,07:27:47.805795,completed,Whitefield Ridge,Koramangala 6th Block Estate,43,RD8539875946257238,8.47,875.79,7.41,883.1999999999999,QR scan
parcel,2024-08-11,05:48:04.805795,completed,Shivaji Nagar Pier,Electronic City Circle,118,RD0883791900530680,37.97,982.38,25.32,1007.7,GPay
auto,2024-07-16,13:33:37.805795,completed,Jakkasandra Village,Gottigere Esplanade,12,RD5752827831119691,11.02,283.41,49.63,333.04,Amazon Pay
auto,2024-07-16,21:59:36.805795,cancelled,Begur Fork,Koramangala 7th Block Quarry,60,RD9238070693905870,17.41,,,,nan
cab economy,2024-08-16,08:49:01.805795,cancelled,Bikasipura Close,Rajarajeshwari Nagar Woods,16,RD8483682950802232,48.35,,,,nan
parcel,2024-07-28,03:56:30.805795,completed,Chokkanahalli Way,VV Puram Square,57,RD4869989401765984,37.4,422.01,49.02,471.03,GPay
bike lite,2024-06-20,11:51:57.805795,completed,Kasavanahalli Boulevard,Koramangala 7th Block Pass,81,RD6375686458315262,17.22,933.57,8.75,942.32,GPay
auto,2024-07-31,20:07:28.805795,cancelled,Koramangala 8th Block Side,Dr. Shivaram Karanth Nagar Enclave,27,RD6068134268878039,10.94,,,,nan
bike,2024-07-14,05:29:44.805795,completed,Mysore Road Alcove,Nagarbhavi Fork,14,RD7639590640051792,14.62,370.36,36.0,406.36,Paytm
cab economy,2024-06-21,19:21:28.805795,cancelled,Marathahalli Cutting,Harohalli Nagar,36,RD4533745793713337,41.1,,,,nan
cab economy,2024-08-11,11:43:16.805795,completed,Madiwala Heights,Dodda Banaswadi Summit,35,RD7060977644860621,38.75,600.94,0.44,601.3800000000001,Paytm
auto,2024-08-05,09:54:54.805795,completed,Madiwala 1st Stage,HRBR Layout Area,51,RD8222641870535346,46.71,233.18,9.89,243.07,Paytm
bike,2024-07-13,16:37:51.805795,completed,Nayandahalli 6th Stage,Attibele Track,71,RD2530817557800102,7.73,90.65,18.16,108.81,QR scan
bike lite,2024-08-11,00:14:42.805795,completed,Marathahalli Loop,Srirampura Garden,39,RD9456126511947982,18.01,309.16,24.07,333.23,GPay
parcel,2024-07-21,11:31:12.805795,completed,Kalena Agrahara Fork,Kalyan Nagar Alcove,73,RD4092321014702919,3.7,725.94,21.02,746.96,Paytm
cab economy,2024-07-19,10:16:42.805795,completed,Ulsoor Run,ITI Layout 2nd Block,19,RD5851493220351261,16.23,790.53,11.71,802.24,GPay
parcel,2024-07-09,00:43:04.805795,completed,Jakkur Quadrant,Kanakapura Bridge,62,RD3631977374644506,21.35,507.54,36.42,543.96,QR scan
cab economy,2024-06-19,17:00:00.805795,completed,Doddaballapur Depot,Tavarekere 6th Block,82,RD1758664901466468,36.59,856.81,42.81,899.6199999999999,Amazon Pay
bike,2024-08-14,21:49:36.805795,completed,Ramamurthy Nagar Works,Chokkanahalli Complex,65,RD1381384012042616,45.68,925.09,15.74,940.83,GPay
cab economy,2024-06-30,02:05:31.805795,completed,Bhadrappa Layout Enclave,Kothaguda Park,60,RD8833427635753327,35.04,559.97,6.14,566.11,Amazon Pay
auto,2024-07-29,09:39:30.805795,completed,Ganganagar Quay,Pai Layout Quarters,59,RD7251765069765645,20.77,502.31,25.39,527.7,QR scan
bike lite,2024-06-19,17:40:22.805795,completed,Giri Nagar Run,Sanjay Nagar Court,101,RD9257596476795388,33.24,191.22,8.19,199.41,Amazon Pay
auto,2024-07-13,10:48:03.805795,completed,Magadi Road Garden,Thanisandra 2nd Stage,73,RD2016874666725917,18.99,508.05,25.93,533.98,GPay
parcel,2024-06-19,20:01:00.805795,completed,Kundalahalli 4th Block,Banaswadi Vista,74,RD9995600220973028,23.88,601.06,24.02,625.0799999999999,Paytm
parcel,2024-08-10,03:45:14.805795,completed,Chandra Layout 4th Stage,RT Nagar Arc,87,RD3894897313620732,35.19,590.75,10.74,601.49,Paytm
bike,2024-06-18,09:56:57.805795,completed,Kudlu Fields,Chikka Banaswadi Promenade,49,RD2674598763060454,10.29,432.72,11.05,443.77000000000004,GPay
cab economy,2024-07-08,20:35:33.805795,completed,Madiwala Sector,Vasanth Nagar Boulevard,12,RD6211184684519302,16.11,453.9,34.46,488.35999999999996,GPay
parcel,2024-07-01,22:53:06.805795,completed,Koramangala 4th Block Place,Chikkagubbi Pointe,17,RD2555746276793156,31.04,454.92,21.84,476.76,GPay
cab economy,2024-08-13,20:44:48.805795,completed,Madiwala Complex,Marathahalli Harbor,73,RD2881124374212269,34.31,428.66,40.2,468.86,QR scan
bike,2024-07-12,08:54:03.805795,completed,Amruthahalli Village,Agara Fork,90,RD6739575125117575,44.69,759.1,1.48,760.58,GPay
auto,2024-07-25,03:32:14.805795,completed,Bommasandra Cove,Marathahalli Cutting,97,RD3590884668128009,47.74,115.0,30.93,145.93,Amazon Pay
parcel,2024-07-07,00:04:18.805795,completed,Ramamurthy Nagar Square,Harohalli Bay,11,RD2985794130818512,2.29,503.78,1.89,505.66999999999996,Amazon Pay
bike,2024-08-09,03:16:02.805795,completed,Bhadrappa Layout Station,Naganathapura 2nd Stage,104,RD6358989733711344,16.66,535.78,42.22,578.0,QR scan
auto,2024-07-15,05:49:35.805795,completed,Billekahalli Valley,Naganathapura 3rd Block,97,RD3125830275020819,49.87,253.29,5.48,258.77,Amazon Pay
bike,2024-07-13,03:33:05.805795,completed,Basavanagudi Arcade,Devarachikkanahalli Layout,116,RD9700069913773928,34.06,787.74,16.28,804.02,GPay
cab economy,2024-07-13,07:45:45.805795,completed,Rajarajeshwari Nagar Fields,Kanakapura Area,21,RD0922168366411194,5.83,266.25,19.63,285.88,Amazon Pay
auto,2024-06-17,20:35:44.805795,completed,Jalahalli Grove,Vijayanagar Road,45,RD6189260367391489,2.06,435.06,49.24,484.3,Amazon Pay
auto,2024-06-18,12:27:43.805795,completed,Hoodi Pass,Yelahanka New Town Cove,88,RD0625464807788704,41.65,101.75,44.34,146.09,Amazon Pay
cab economy,2024-07-18,07:04:07.805795,completed,Horamavu Banaswadi Esplanade,Adugodi 3rd Block,112,RD5859429790548606,49.59,343.55,12.09,355.64,Amazon Pay
auto,2024-06-25,14:55:53.805795,completed,Ramamurthy Nagar Farms,Nelamangala Heights,76,RD0340433622356594,17.79,493.85,8.07,501.92,GPay
cab economy,2024-08-07,12:46:54.805795,completed,Nagwara 3rd Stage,Giri Nagar Track,89,RD8277212079904066,23.54,632.85,32.49,665.34,Amazon Pay
parcel,2024-07-04,10:15:14.805795,completed,Hosur Road Alley,Anekal Yard,63,RD4718987737188513,26.34,197.3,1.59,198.89000000000001,GPay
bike lite,2024-08-04,06:21:19.805795,completed,Agrahara Layout Bridge,Basaveshwaranagar 3rd Block,31,RD1643560793152578,28.16,212.02,41.92,253.94,GPay
auto,2024-08-14,11:50:39.805795,cancelled,Subramanyapura 4th Stage,Rajajinagar Township,44,RD5548297922829373,15.95,,,,nan
bike,2024-07-28,07:16:22.805795,completed,Sadashiva Nagar Cove,Anekal Meadows,48,RD7890753692182087,45.44,983.3,13.56,996.8599999999999,GPay
auto,2024-07-04,09:45:44.805795,completed,Billekahalli Cut,Kasavanahalli Cut,104,RD3366217208139395,20.82,534.21,32.01,566.22,GPay
bike,2024-08-01,18:14:15.805795,completed,Tavarekere 3rd Stage,Kadugodi Viewpoint,23,RD9995112730248309,28.59,243.27,1.3,244.57000000000002,Paytm
auto,2024-08-16,16:12:13.805795,completed,Chikkalasandra Harbor,RMV 2nd Stage Bridge,26,RD0392265909007413,12.79,59.78,5.43,65.21000000000001,Amazon Pay
cab economy,2024-06-20,20:20:36.805795,completed,Nagarbhavi Cove,Varthur Enclave,69,RD9836842555670284,27.71,936.36,32.21,968.57,Paytm
bike,2024-07-13,22:02:29.805795,completed,Billekahalli Pass,Kengeri Crescent,59,RD6756199350020857,4.47,382.24,6.23,388.47,Amazon Pay
auto,2024-07-05,00:49:09.805795,completed,Mahadevapura Commons,Marathahalli Mews,50,RD8880136386350802,10.6,538.6,17.77,556.37,Amazon Pay
bike,2024-07-11,02:07:52.805795,completed,Banerghatta Road Circle,Gottigere Passage,83,RD7273271528793669,8.53,728.87,27.61,756.48,Paytm
parcel,2024-07-15,21:23:09.805795,completed,BTM Layout 3rd Stage,Doddaballapur Court,12,RD3964223634961907,29.37,492.96,22.42,515.38,Paytm
auto,2024-07-15,10:19:06.805795,completed,Thanisandra Crescent,Sanjay Nagar Hills,71,RD8113774211895219,48.68,690.6,21.34,711.94,Paytm
auto,2024-07-14,17:22:09.805795,completed,Kalena Agrahara 6th Stage,Kothnur Arcade,94,RD6072066589834505,15.66,238.78,2.72,241.5,GPay
bike lite,2024-07-31,22:10:39.805795,completed,Thanisandra Promenade,Kengeri 5th Block,71,RD5241244784004050,15.07,819.11,48.82,867.9300000000001,Paytm
bike,2024-08-15,03:01:59.805795,completed,Bommasandra Yard,Munnekollal Place,60,RD8062166419046146,22.21,619.62,44.12,663.74,Amazon Pay
bike,2024-07-20,04:46:50.805795,cancelled,Chikka Banaswadi Promenade,Agara Vista,113,RD7365313488322049,6.6,,,,nan
parcel,2024-07-08,08:16:32.805795,completed,Sahakar Nagar Pass,Hosur Sarjapur Road Layout Summit,74,RD6660520023234131,20.16,964.35,39.22,1003.57,QR scan
cab economy,2024-06-30,02:38:55.805795,completed,Chikkagubbi Side,Hennur Depot,105,RD1822867253804507,5.24,284.75,47.01,331.76,Amazon Pay
auto,2024-07-19,15:05:10.805795,completed,BTM Layout Mews,Kaval Byrasandra Extension,51,RD5573238703342008,10.64,895.91,47.4,943.31,QR scan
bike,2024-08-12,10:28:18.805795,completed,ITI Layout Works,Ashok Nagar Cross,57,RD9825225838723744,16.03,770.51,24.48,794.99,Amazon Pay
bike,2024-08-15,06:20:03.805795,completed,Tavarekere 6th Block,Kalyan Nagar 1st Stage,88,RD2005195786809106,41.03,447.47,28.28,475.75,Paytm
bike,2024-07-06,07:00:35.805795,cancelled,Vidyaranyapura 4th Stage,Hosur Road 3rd Stage,90,RD2397437990371283,40.2,,,,nan
parcel,2024-07-18,06:48:09.805795,completed,Kothaguda Place,Dooravani Nagar Passage,115,RD1782788319366726,6.58,54.35,11.84,66.19,Amazon Pay
parcel,2024-07-23,13:56:23.805795,completed,Basavanagudi Sector,KR Puram Cross,105,RD5903913998167270,49.01,406.23,40.88,447.11,QR scan
auto,2024-08-12,20:57:13.805795,completed,Kadugodi 3rd Block,Hebbal Estate,32,RD9941725836190746,22.8,338.88,8.15,347.03,Paytm
bike,2024-06-27,12:17:43.805795,completed,Sadashiva Nagar Cut,Dr. Shivaram Karanth Nagar Bridge,20,RD4417892607927400,5.25,716.64,9.79,726.43,Amazon Pay
bike lite,2024-07-21,18:01:35.805795,completed,Hosur Road 5th Stage,Nagwara Quay,53,RD8243189441903631,34.63,857.1,0.71,857.8100000000001,Amazon Pay
auto,2024-07-10,09:15:00.805795,completed,Horamavu Banaswadi Fields,Hosur Sarjapur Road Layout Depot,39,RD4041878520164058,29.47,370.29,31.6,401.89000000000004,Amazon Pay
auto,2024-07-24,07:39:20.805795,completed,KR Puram Terrace,Bhadrappa Layout Close,103,RD2950598860120463,47.73,867.85,29.8,897.65,Paytm
cab economy,2024-07-15,11:17:40.805795,completed,Sahakar Nagar Arcade,BTM 2nd Stage Track,75,RD2602945139389655,42.7,595.69,33.48,629.1700000000001,Paytm
parcel,2024-07-17,21:10:12.805795,completed,Ramamurthy Nagar 1st Block,Bommasandra 1st Stage,10,RD2577314510738325,15.08,347.18,49.58,396.76,GPay
bike lite,2024-07-25,17:48:20.805795,completed,Subramanyapura 4th Stage,Basaveshwaranagar 6th Stage,36,RD9488935396760152,41.38,927.85,35.33,963.1800000000001,Amazon Pay
bike,2024-07-01,21:18:53.805795,completed,Rajarajeshwari Nagar Lane,Banashankari 4th Stage,76,RD5717320619773281,31.98,529.26,25.64,554.9,Amazon Pay
bike,2024-06-18,17:32:36.805795,completed,Rajajinagar Plaza,Kanaka Nagar Hills,88,RD8825481843449782,33.7,327.83,33.97,361.79999999999995,QR scan
cab economy,2024-06-20,08:45:47.805795,completed,Basavanagudi Court,Hennur Station,63,RD5265299954079615,31.42,106.71,2.91,109.61999999999999,QR scan
cab economy,2024-07-31,04:17:17.805795,completed,Hoodi Square,Hebbal Complex,112,RD2998080537911160,46.72,348.73,29.14,377.87,QR scan
auto,2024-08-05,09:45:43.805795,completed,VV Puram Grove,Mysore Road Court,82,RD8941617988795182,10.36,346.13,42.99,389.12,Amazon Pay
parcel,2024-07-22,09:04:41.805795,completed,Kanakapura Bay,Sonnenahalli Landing,15,RD1406174081261275,22.39,246.58,18.4,264.98,Paytm
bike lite,2024-07-25,14:12:52.805795,completed,Ramamurthy Nagar Cutting,Gottigere Enclave,104,RD3115569903129480,49.41,505.49,47.87,553.36,Paytm
auto,2024-06-29,13:21:40.805795,cancelled,Gottigere Harbor,Kasturi Nagar Sector,101,RD5224093908124593,7.52,,,,nan
cab economy,2024-08-02,18:12:52.805795,completed,Kaggalipura Plaza,Yelahanka New Town Harbor,113,RD6697952151433354,19.73,127.73,43.84,171.57,Paytm
parcel,2024-07-21,23:16:13.805795,completed,Hulimavu Fields,Marathahalli Quarry,84,RD4068581627920608,13.85,936.8,39.35,976.15,GPay
bike,2024-08-12,03:54:53.805795,completed,Kothaguda Depot,Peenya Station,115,RD4575872459765306,32.9,425.03,48.25,473.28,Amazon Pay
auto,2024-08-01,13:43:19.805795,completed,Horamavu Banaswadi Park,Chokkanahalli 4th Block,110,RD3706485045168328,7.68,770.28,31.17,801.4499999999999,QR scan
bike,2024-07-04,23:11:50.805795,completed,BTM Layout Close,Vijayanagar Quay,117,RD3058468583449919,38.47,169.51,35.6,205.10999999999999,Amazon Pay
cab economy,2024-07-05,13:06:24.805795,completed,Dommasandra Farms,Ramamurthy Nagar Square,91,RD3892789440234847,41.91,573.26,27.13,600.39,GPay
parcel,2024-08-01,06:46:27.805795,completed,RT Nagar Track,Rachenahalli Extension,118,RD6141333153781222,42.65,482.03,46.68,528.7099999999999,QR scan
bike lite,2024-07-24,02:44:40.805795,cancelled,Hebbal Kempapura Pier,Varthur Cut,87,RD4548520287561360,13.19,,,,nan
auto,2024-06-22,22:50:33.805795,completed,Jayanagar Zone,Mahadevapura 5th Block,119,RD8770269203112671,14.37,277.92,46.18,324.1,Amazon Pay
bike lite,2024-07-08,09:02:33.805795,completed,Kundalahalli District,Devarachikkanahalli Layout,101,RD6508866353324607,6.34,714.3,19.29,733.5899999999999,GPay
auto,2024-07-30,21:14:12.805795,completed,Chandra Layout Valley,Anjanapura Circle,88,RD1493587309902839,49.84,495.43,5.33,500.76,Amazon Pay
auto,2024-07-24,15:35:54.805795,completed,Chokkanahalli Ridge,Hebbal Pass,74,RD2835418404567908,42.35,957.74,23.02,980.76,Amazon Pay
parcel,2024-07-21,23:40:16.805795,completed,Tavarekere Works,Banerghatta Road 1st Block,61,RD8462281876261495,34.38,374.75,15.47,390.22,QR scan
