booking_id,customer_id,driver_id,booking_time,pickup_location,drop_location,city,vehicle_type,payment_method,distance_km,trip_duration_min,base_fare,surge_multiplier,traffic_level,weather_condition,ride_status,cancelled_by,driver_delay_min
B04187,C0054,D0022,2026-03-24 11:22:00,Hinjewadi,Kothrud,Pune,Bike,UPI,1.52,2.6,49.12,1.05,Low,Clear,Completed,Unknown,5.1
B04188,C0306,D0099,2026-02-22 07:19:00,Baner,Kothrud,Pune,Bike,Cash,12.28,41.9,113.68,1.71,High,Clear,Incomplete,Unknown,9.9
B04189,C0386,D0125,2026-01-20 04:08:00,Kukatpally,Banjara Hills,Hyderabad,Auto,UPI,7.69,22.4,129.21,1.4,High,Cloudy,Completed,Unknown,5.7
B04190,C0375,D0069,2026-01-07 06:15:00,Kothrud,Baner,Pune,Auto,Card,2.78,6.4,85.02,1.23,Low,Rain,Cancelled,Driver,3.6
B04191,C0162,D0085,2026-01-18 19:47:00,Borivali,Malad,Mumbai,Auto,Cash,5.43,14.2,108.87,1.44,Medium,Cloudy,Completed,Unknown,2.6
B04192,C0315,D0090,2026-02-06 03:04:00,Wakad,Kharadi,Pune,Cab,Cash,2.32,7.1,122.48,1.12,Medium,Clear,Cancelled,Customer,3.7
B04193,C0075,D0119,2026-02-02 20:09:00,Connaught Place,Rohini,Delhi,Bike,UPI,11.16,32.9,106.96,1.02,Medium,Clear,Completed,Unknown,8.2
B04194,C0076,D0089,2026-02-09 22:59:00,MG Road,Koramangala,Bengaluru,Auto,Cash,2.75,8.7,84.75,1.33,High,Smog,Incomplete,Unknown,5.7
B04195,C0091,D0108,2026-01-23 15:04:00,Wakad,Kothrud,Pune,Bike,UPI,3.96,10.8,63.76,1.02,Medium,Cloudy,Completed,Unknown,4.8
B04196,C0109,D0026,2026-03-08 16:38:00,Wakad,Hinjewadi,Pune,Auto,UPI,1.35,3.5,72.15,1.01,Medium,Cloudy,Completed,Unknown,6.8
B04197,C0178,D0045,2026-03-31 20:46:00,Chembur,Borivali,Mumbai,Auto,Cash,2.04,4.6,78.36,1.13,Low,Clear,Completed,Unknown,1.2
B04198,C0115,D0121,2026-01-26 19:19:00,Malad,Powai,Mumbai,Bike,UPI,1.92,4.4,51.52,1.68,Medium,Rain,Completed,Unknown,2.8
B04199,C0209,D0121,2026-01-08 02:55:00,Chembur,Andheri,Mumbai,Bike,Wallet,22.77,39.5,176.62,1.11,Low,Clear,Completed,Unknown,1.6
B04200,C0326,D0136,2026-02-26 05:21:00,Electronic City,Jayanagar,Bengaluru,Cab,Card,2.24,4.9,121.36,1.05,Low,Clear,Completed,Unknown,0.8
B04201,C0091,D0101,2026-03-13 18:36:00,Andheri,Powai,Mumbai,Auto,Cash,9.04,26.5,141.36,1.76,High,Cloudy,Completed,Unknown,1.3
B04202,C0167,D0006,2026-03-23 08:42:00,Marathahalli,HSR Layout,Bengaluru,Cab,Cash,3.92,12.0,144.88,1.84,High,Cloudy,Cancelled,Customer,8.0
B04203,C0130,D0053,2026-02-19 04:39:00,Baner,Wakad,Pune,Bike,UPI,3.29,6.1,59.74,1.28,Low,Rain,Cancelled,Customer,7.5
B04204,C0094,D0033,2026-02-17 01:26:00,Indiranagar,HSR Layout,Bengaluru,Cab,Wallet,1.07,2.3,104.98,1.01,Low,Cloudy,Completed,Unknown,3.6
B04205,C0225,D0029,2026-02-13 12:22:00,Indiranagar,Jayanagar,Bengaluru,Bike,UPI,1.22,2.9,47.32,1.01,Low,Clear,Cancelled,Customer,12.2
B04206,C0301,D0150,2026-02-28 22:54:00,Madhapur,Secunderabad,Hyderabad,Auto,Card,1.41,2.9,72.69,1.12,Medium,Cloudy,Completed,Unknown,2.7
B04207,C0285,D0130,2026-03-07 10:54:00,Karol Bagh,Dwarka,Delhi,Bike,UPI,5.24,8.5,71.44,1.27,Low,Rain,Cancelled,Driver,1.2
B04208,C0342,D0090,2026-01-19 03:14:00,Pitampura,Connaught Place,Delhi,Bike,Card,8.11,16.3,88.66,1.07,Low,Cloudy,Cancelled,Customer,0.6
B04209,C0066,D0027,2026-03-22 18:38:00,Baner,Viman Nagar,Pune,Bike,UPI,7.3,22.0,83.8,1.43,Medium,Clear,Cancelled,Customer,5.4
B04210,C0188,D0031,2026-02-08 14:28:00,Borivali,Colaba,Mumbai,Auto,UPI,1.34,2.6,72.06,1.01,Low,Cloudy,Completed,Unknown,7.2
B04211,C0179,D0023,2026-03-24 20:38:00,Koramangala,HSR Layout,Bengaluru,Auto,UPI,2.54,5.6,82.86,1.05,Low,Smog,Completed,Unknown,7.2
B04212,C0311,D0053,2026-03-14 16:21:00,Connaught Place,Pitampura,Delhi,Bike,UPI,1.68,6.1,50.08,1.31,High,Clear,Cancelled,Customer,13.8
B04213,C0255,D0132,2026-03-08 04:53:00,Karol Bagh,Pitampura,Delhi,Bike,UPI,10.27,23.8,101.62,1.14,Medium,Clear,Cancelled,Driver,5.1
B04214,C0372,D0100,2026-02-04 07:51:00,Andheri,Powai,Mumbai,Auto,Cash,8.85,24.9,139.65,1.77,High,Clear,Cancelled,Driver,3.1
B04215,C0177,D0078,2026-01-18 08:36:00,Viman Nagar,Baner,Pune,Bike,UPI,3.01,12.0,58.06,1.72,High,Cloudy,Cancelled,Customer,4.0
B04216,C0283,D0067,2026-01-10 11:23:00,Banjara Hills,Ameerpet,Hyderabad,Cab,Cash,5.57,12.2,167.98,1.12,Medium,Clear,Cancelled,Driver,2.3
B04217,C0238,D0092,2026-03-26 21:25:00,Gachibowli,Madhapur,Hyderabad,Auto,UPI,4.32,7.3,98.88,1.02,Low,Smog,Completed,Unknown,1.3
B04218,C0119,D0092,2026-02-05 17:33:00,Indiranagar,MG Road,Bengaluru,Auto,UPI,3.13,5.1,88.17,1.5,Low,Clear,Completed,Unknown,0.0
B04219,C0147,D0043,2026-03-31 00:18:00,Whitefield,HSR Layout,Bengaluru,Cab,UPI,6.75,14.7,184.5,1.01,Low,Cloudy,Completed,Unknown,4.6
B04220,C0116,D0071,2026-03-10 21:23:00,Dadar,Borivali,Mumbai,Cab,UPI,7.67,16.7,197.38,1.04,Low,Smog,Cancelled,Driver,1.9
B04221,C0283,D0051,2026-02-28 22:38:00,Powai,Borivali,Mumbai,Bike,Wallet,30.12,48.3,220.72,1.14,Low,Clear,Completed,Unknown,5.4
B04222,C0054,D0008,2026-03-26 15:45:00,Rohini,Janakpuri,Delhi,Auto,Wallet,3.44,11.9,90.96,1.32,High,Clear,Cancelled,Driver,13.7
B04223,C0066,D0123,2026-03-04 16:50:00,Banjara Hills,Secunderabad,Hyderabad,Bike,Cash,3.2,5.5,59.2,1.09,Low,Clear,Completed,Unknown,6.2
B04224,C0391,D0122,2026-03-21 09:28:00,Colaba,Powai,Mumbai,Auto,UPI,12.51,46.7,172.59,1.7,High,Clear,Completed,Unknown,9.1
B04225,C0111,D0044,2026-03-11 02:47:00,Wakad,Hinjewadi,Pune,Bike,Wallet,2.71,7.4,56.26,1.09,Medium,Clear,Completed,Unknown,6.9
B04226,C0045,D0100,2026-01-17 17:51:00,Saket,Lajpat Nagar,Delhi,Auto,UPI,7.57,20.9,128.13,1.72,High,Smog,Cancelled,Driver,0.9
B04227,C0369,D0008,2026-01-01 02:40:00,Colaba,Malad,Mumbai,Auto,UPI,11.64,20.1,164.76,1.14,Low,Clear,Completed,Unknown,7.9
B04228,C0079,D0021,2026-01-06 13:42:00,Ameerpet,Gachibowli,Hyderabad,Cab,Wallet,2.02,3.9,118.28,1.03,Low,Clear,Cancelled,Driver,0.0
B04229,C0110,D0036,2026-02-17 19:33:00,Kharadi,Wakad,Pune,Auto,Card,13.54,48.9,181.86,1.72,High,Clear,Cancelled,Driver,3.7
B04230,C0376,D0111,2026-01-13 02:03:00,Lajpat Nagar,Karol Bagh,Delhi,Auto,UPI,4.58,14.0,101.22,1.01,Medium,Clear,Completed,Unknown,6.3
B04231,C0010,D0006,2026-03-22 00:53:00,Jayanagar,Indiranagar,Bengaluru,Bike,Cash,3.87,8.1,63.22,1.01,Medium,Clear,Incomplete,Unknown,9.3
B04232,C0171,D0124,2026-01-03 09:15:00,Andheri,Malad,Mumbai,Bike,UPI,1.92,4.1,51.52,1.42,Low,Clear,Cancelled,Customer,1.3
B04233,C0119,D0120,2026-01-16 22:16:00,Dwarka,Noida Sector 18,Delhi,Bike,Wallet,3.47,6.9,60.82,1.01,Low,Clear,Completed,Unknown,13.1
B04234,C0219,D0108,2026-01-02 18:15:00,Viman Nagar,Hinjewadi,Pune,Bike,UPI,1.73,4.9,50.38,1.42,Medium,Cloudy,Completed,Unknown,0.0
B04235,C0002,D0092,2026-01-10 04:54:00,Colaba,Chembur,Mumbai,Auto,UPI,12.55,39.1,172.95,1.06,Medium,Clear,Cancelled,Driver,3.6
B04236,C0013,D0134,2026-01-10 03:25:00,Lajpat Nagar,Hauz Khas,Delhi,Auto,Cash,3.66,7.9,92.94,1.04,Medium,Clear,Completed,Unknown,2.9
B04237,C0179,D0046,2026-01-06 12:23:00,Malad,Andheri,Mumbai,Auto,UPI,8.81,20.6,139.29,1.24,Low,Rain,Incomplete,Unknown,1.0
B04238,C0038,D0072,2026-03-22 23:17:00,Pitampura,Janakpuri,Delhi,Bike,Card,9.29,27.2,95.74,1.11,Medium,Clear,Cancelled,Customer,9.4
B04239,C0062,D0012,2026-03-20 13:02:00,Hauz Khas,Lajpat Nagar,Delhi,Auto,UPI,2.88,6.2,85.92,1.13,Low,Clear,Completed,Unknown,0.0
B04240,C0390,D0140,2026-01-19 10:02:00,Madhapur,Gachibowli,Hyderabad,Auto,UPI,1.25,2.6,71.25,1.15,Medium,Cloudy,Completed,Unknown,7.0
B04241,C0271,D0051,2026-01-31 16:07:00,Baner,Kothrud,Pune,Auto,UPI,4.99,10.5,104.91,1.29,Medium,Rain,Cancelled,Customer,4.5
B04242,C0059,D0051,2026-03-16 05:48:00,Karol Bagh,Connaught Place,Delhi,Cab,Wallet,4.9,14.1,158.6,1.1,Medium,Clear,Completed,Unknown,4.3
B04243,C0209,D0072,2026-01-21 17:08:00,Saket,Dwarka,Delhi,Auto,Card,28.61,95.2,317.49,1.91,High,Rain,Completed,Unknown,7.6
B04244,C0026,D0036,2026-03-24 17:04:00,Secunderabad,Kukatpally,Hyderabad,Cab,Cash,32.25,124.7,541.5,1.74,High,Clear,Cancelled,Customer,2.6
B04245,C0165,D0140,2026-02-04 23:43:00,MG Road,Whitefield,Bengaluru,Cab,UPI,1.2,2.6,106.8,1.01,Medium,Clear,Completed,Unknown,4.4
B04246,C0308,D0008,2026-03-17 01:17:00,Kharadi,Kothrud,Pune,Auto,UPI,1.03,2.1,69.27,1.01,Low,Clear,Completed,Unknown,7.1
B04247,C0183,D0002,2026-03-06 12:51:00,Wakad,Viman Nagar,Pune,Bike,Wallet,3.24,7.2,59.44,1.31,Medium,Rain,Completed,Unknown,6.0
B04248,C0239,D0132,2026-02-10 16:20:00,HSR Layout,MG Road,Bengaluru,Auto,Card,6.53,12.3,118.77,1.1,Low,Cloudy,Completed,Unknown,5.7
B04249,C0186,D0027,2026-02-27 04:25:00,Kukatpally,Secunderabad,Hyderabad,Auto,Card,20.38,49.0,243.42,1.07,Medium,Clear,Completed,Unknown,7.0
B04250,C0088,D0022,2026-03-23 02:49:00,Saket,Connaught Place,Delhi,Auto,Card,14.27,37.3,188.43,1.08,Medium,Clear,Completed,Unknown,8.4
B04251,C0153,D0087,2026-03-26 18:26:00,Hauz Khas,Pitampura,Delhi,Bike,Card,2.13,6.0,52.78,1.63,Medium,Rain,Completed,Unknown,5.7
B04252,C0124,D0072,2026-03-12 18:09:00,Hinjewadi,Kharadi,Pune,Bike,Cash,1.41,5.5,48.46,1.94,High,Rain,Cancelled,Customer,3.3
B04253,C0095,D0031,2026-01-25 19:44:00,Karol Bagh,Noida Sector 18,Delhi,Bike,UPI,4.97,9.8,69.82,1.51,Low,Smog,Completed,Unknown,5.6
B04254,C0116,D0031,2026-02-07 00:00:00,Viman Nagar,Hinjewadi,Pune,Bike,Cash,17.04,37.9,142.24,1.02,Medium,Cloudy,Cancelled,Customer,0.0
B04255,C0391,D0073,2026-01-27 09:14:00,Dwarka,Connaught Place,Delhi,Cab,UPI,14.85,43.1,297.9,1.46,Medium,Clear,Cancelled,Driver,1.1
B04256,C0005,D0080,2026-03-26 11:59:00,Lajpat Nagar,Karol Bagh,Delhi,Cab,UPI,2.74,4.6,128.36,1.03,Low,Cloudy,Completed,Unknown,0.0
B04257,C0045,D0012,2026-02-16 21:23:00,Malad,Colaba,Mumbai,Bike,Wallet,16.63,50.0,139.78,1.07,Medium,Cloudy,Completed,Unknown,4.5
B04258,C0173,D0022,2026-02-21 14:14:00,Ameerpet,Kukatpally,Hyderabad,Cab,Card,5.99,13.4,173.86,1.11,Low,Smog,Incomplete,Unknown,7.1
B04259,C0265,D0023,2026-01-08 01:14:00,Rohini,Noida Sector 18,Delhi,Cab,UPI,4.17,6.8,148.38,1.05,Low,Cloudy,Completed,Unknown,5.1
B04260,C0213,D0100,2026-01-14 10:26:00,Malad,Chembur,Mumbai,Auto,Cash,2.19,5.1,79.71,1.07,Low,Clear,Cancelled,Customer,3.0
B04261,C0045,D0120,2026-01-01 18:53:00,Dwarka,Saket,Delhi,Cab,UPI,21.93,87.6,397.02,1.8,High,Clear,Cancelled,Driver,7.0
B04262,C0232,D0103,2026-03-13 16:40:00,Secunderabad,Kukatpally,Hyderabad,Auto,Cash,10.82,26.3,157.38,1.25,Medium,Rain,Cancelled,Customer,9.0
B04263,C0376,D0037,2026-02-05 19:53:00,Borivali,Bandra,Mumbai,Auto,UPI,6.61,24.4,119.49,1.81,High,Cloudy,Cancelled,Customer,4.5
B04264,C0245,D0103,2026-02-24 20:09:00,HSR Layout,Whitefield,Bengaluru,Auto,Card,1.93,4.9,77.37,1.0,Medium,Clear,Completed,Unknown,8.7
B04265,C0272,D0122,2026-03-14 15:19:00,Noida Sector 18,Hauz Khas,Delhi,Auto,Cash,2.98,7.0,86.82,1.11,Low,Cloudy,Completed,Unknown,0.0
B04266,C0007,D0056,2026-03-06 12:18:00,Rohini,Noida Sector 18,Delhi,Auto,Card,4.73,10.0,102.57,1.09,Low,Clear,Completed,Unknown,3.1
B04267,C0320,D0103,2026-01-25 23:36:00,Colaba,Powai,Mumbai,Cab,UPI,4.65,15.6,155.1,1.4,High,Clear,Cancelled,Customer,5.9
B04268,C0196,D0140,2026-02-26 16:40:00,Kukatpally,Banjara Hills,Hyderabad,Auto,UPI,3.06,6.9,87.54,1.09,Medium,Clear,Completed,Unknown,4.5
B04269,C0016,D0022,2026-02-25 10:58:00,Ameerpet,Secunderabad,Hyderabad,Cab,UPI,1.69,3.6,113.66,1.06,Medium,Cloudy,Cancelled,Customer,7.2
B04270,C0329,D0039,2026-02-21 11:12:00,Chembur,Powai,Mumbai,Bike,UPI,30.0,73.7,220.0,1.13,Medium,Clear,Completed,Unknown,1.2
B04271,C0253,D0050,2026-02-19 03:14:00,Dwarka,Connaught Place,Delhi,Bike,UPI,3.12,8.3,58.72,1.05,Medium,Clear,Cancelled,Driver,4.5
B04272,C0353,D0040,2026-03-24 21:22:00,Karol Bagh,Connaught Place,Delhi,Auto,UPI,8.85,25.9,139.65,1.52,High,Rain,Completed,Unknown,1.4
B04273,C0013,D0058,2026-03-26 12:59:00,Ameerpet,Secunderabad,Hyderabad,Auto,UPI,3.4,8.0,90.6,1.06,Low,Clear,Completed,Unknown,9.5
B04274,C0345,D0039,2026-03-08 23:59:00,Secunderabad,Madhapur,Hyderabad,Auto,UPI,1.8,6.7,76.2,1.34,High,Clear,Completed,Unknown,9.1
B04275,C0246,D0071,2026-03-09 09:27:00,Indiranagar,Jayanagar,Bengaluru,Bike,Wallet,4.62,8.1,67.72,1.51,Low,Cloudy,Completed,Unknown,1.3
B04276,C0371,D0063,2026-03-07 16:11:00,Pitampura,Dwarka,Delhi,Auto,Cash,3.03,5.5,87.27,1.1,Low,Clear,Cancelled,Customer,3.7
B04277,C0334,D0034,2026-01-23 21:44:00,Powai,Andheri,Mumbai,Bike,Card,6.34,14.4,78.04,1.1,Low,Cloudy,Completed,Unknown,4.7
B04278,C0245,D0023,2026-02-24 09:53:00,Gachibowli,Madhapur,Hyderabad,Bike,UPI,3.23,6.3,59.38,1.4,Low,Cloudy,Completed,Unknown,6.8
B04279,C0353,D0135,2026-01-13 07:49:00,HSR Layout,Electronic City,Bengaluru,Bike,UPI,1.01,2.2,46.06,1.43,Medium,Cloudy,Completed,Unknown,2.2
B04280,C0010,D0084,2026-01-20 01:21:00,Indiranagar,Koramangala,Bengaluru,Auto,Cash,3.06,5.1,87.54,1.0,Low,Smog,Incomplete,Unknown,4.9
B04281,C0071,D0027,2026-03-13 07:09:00,Baner,Kharadi,Pune,Auto,Cash,18.71,41.3,228.39,1.74,Medium,Rain,Incomplete,Unknown,1.3
B04282,C0186,D0131,2026-03-20 09:59:00,Gachibowli,Ameerpet,Hyderabad,Auto,Wallet,1.18,2.7,70.62,1.41,Medium,Cloudy,Completed,Unknown,0.0
B04283,C0283,D0130,2026-02-27 07:43:00,Baner,Wakad,Pune,Auto,Card,2.76,5.0,84.84,1.42,Low,Cloudy,Completed,Unknown,1.3
B04284,C0113,D0096,2026-03-03 03:57:00,Hinjewadi,Baner,Pune,Auto,Card,7.76,15.3,129.84,1.1,Low,Clear,Completed,Unknown,1.2
B04285,C0138,D0014,2026-01-28 18:47:00,Electronic City,Koramangala,Bengaluru,Bike,UPI,7.55,20.9,85.3,1.48,Medium,Cloudy,Completed,Unknown,4.7
B04286,C0040,D0131,2026-01-02 03:54:00,Madhapur,Gachibowli,Hyderabad,Bike,UPI,7.33,14.6,83.98,1.06,Low,Clear,Completed,Unknown,1.8
B04287,C0364,D0066,2026-02-27 22:32:00,Ameerpet,Madhapur,Hyderabad,Auto,Card,5.61,14.0,110.49,1.01,Medium,Clear,Completed,Unknown,0.6
B04288,C0121,D0018,2026-03-25 04:10:00,Gachibowli,Kukatpally,Hyderabad,Cab,UPI,3.06,7.3,132.84,1.1,Medium,Clear,Completed,Unknown,3.8
B04289,C0207,D0150,2026-01-05 13:39:00,Madhapur,Gachibowli,Hyderabad,Auto,UPI,7.49,15.9,127.41,1.31,Low,Rain,Cancelled,Customer,3.8
B04290,C0146,D0030,2026-02-21 09:06:00,Secunderabad,Banjara Hills,Hyderabad,Cab,UPI,4.8,18.5,157.2,1.8,High,Cloudy,Completed,Unknown,5.1
B04291,C0024,D0089,2026-03-13 18:24:00,Koramangala,Electronic City,Bengaluru,Auto,Wallet,11.2,24.1,160.8,1.65,Medium,Rain,Cancelled,Customer,2.7
B04292,C0120,D0095,2026-01-20 07:16:00,Borivali,Andheri,Mumbai,Auto,UPI,4.64,12.8,101.76,1.73,High,Clear,Completed,Unknown,1.7
B04293,C0166,D0060,2026-03-19 13:11:00,Kukatpally,Ameerpet,Hyderabad,Bike,Cash,5.13,10.7,70.78,1.07,Low,Clear,Completed,Unknown,0.0
B04294,C0200,D0127,2026-02-24 01:03:00,Borivali,Andheri,Mumbai,Cab,Card,1.12,3.2,105.68,1.04,Medium,Clear,Completed,Unknown,2.6
B04295,C0183,D0142,2026-03-10 08:46:00,Bandra,Borivali,Mumbai,Bike,UPI,6.31,15.1,77.86,1.48,Low,Smog,Completed,Unknown,3.4
B04296,C0169,D0007,2026-03-27 04:19:00,Chembur,Colaba,Mumbai,Bike,Card,2.69,5.8,56.14,1.08,Low,Clear,Cancelled,Customer,0.0
B04297,C0053,D0089,2026-02-23 04:01:00,Malad,Borivali,Mumbai,Auto,Cash,1.66,3.6,74.94,1.01,Low,Clear,Completed,Unknown,5.1
B04298,C0102,D0142,2026-01-08 01:43:00,Rohini,Noida Sector 18,Delhi,Bike,UPI,4.74,10.1,68.44,1.1,Low,Clear,Completed,Unknown,2.3
B04299,C0380,D0056,2026-03-02 08:40:00,Connaught Place,Karol Bagh,Delhi,Cab,Cash,2.61,10.1,126.54,1.76,High,Clear,Cancelled,Customer,7.0
B04300,C0036,D0027,2026-02-18 23:39:00,Bandra,Dadar,Mumbai,Cab,UPI,4.62,12.4,154.68,1.05,Medium,Cloudy,Cancelled,Customer,3.4
B04301,C0122,D0131,2026-03-31 23:32:00,Colaba,Chembur,Mumbai,Auto,Card,3.51,10.5,91.59,1.4,High,Clear,Cancelled,Customer,3.7
B04302,C0184,D0067,2026-03-23 22:55:00,Jayanagar,Marathahalli,Bengaluru,Bike,Card,8.05,18.7,88.3,1.02,Low,Cloudy,Completed,Unknown,0.0
B04303,C0143,D0096,2026-02-11 23:59:00,Rohini,Noida Sector 18,Delhi,Cab,Card,8.0,16.0,202.0,1.08,Low,Cloudy,Completed,Unknown,2.4
B04304,C0166,D0126,2026-03-20 07:39:00,Rohini,Janakpuri,Delhi,Cab,UPI,23.0,63.0,412.0,1.47,Medium,Clear,Completed,Unknown,4.1
B04305,C0246,D0073,2026-02-22 10:29:00,Kothrud,Kharadi,Pune,Auto,Card,8.16,27.0,133.44,1.42,High,Cloudy,Completed,Unknown,7.6
B04306,C0068,D0076,2026-03-30 09:58:00,MG Road,Marathahalli,Bengaluru,Cab,UPI,6.37,18.6,179.18,1.82,High,Clear,Completed,Unknown,2.5
B04307,C0030,D0008,2026-03-14 18:18:00,Janakpuri,Saket,Delhi,Bike,UPI,9.69,39.5,98.14,1.77,High,Clear,Incomplete,Unknown,4.0
B04308,C0176,D0123,2026-03-17 08:42:00,Madhapur,Kukatpally,Hyderabad,Cab,UPI,6.67,19.3,183.38,1.75,High,Cloudy,Cancelled,Customer,3.1
B04309,C0068,D0041,2026-01-17 17:00:00,MG Road,Marathahalli,Bengaluru,Cab,Wallet,3.89,7.1,144.46,1.42,Low,Clear,Completed,Unknown,0.0
B04310,C0338,D0134,2026-03-01 05:35:00,Pitampura,Lajpat Nagar,Delhi,Cab,Cash,3.18,6.9,134.52,1.09,Medium,Clear,Cancelled,Customer,5.2
B04311,C0159,D0060,2026-01-02 18:46:00,Whitefield,Indiranagar,Bengaluru,Cab,Wallet,1.43,3.4,110.02,1.47,Medium,Clear,Completed,Unknown,0.1
B04312,C0138,D0027,2026-02-11 20:14:00,Banjara Hills,Kukatpally,Hyderabad,Bike,Card,12.5,21.9,115.0,1.15,Low,Clear,Completed,Unknown,2.2
B04313,C0201,D0069,2026-02-08 07:07:00,Madhapur,Ameerpet,Hyderabad,Bike,Card,2.24,6.4,53.44,1.46,Medium,Clear,Completed,Unknown,6.1
B04314,C0174,D0063,2026-02-26 08:31:00,Colaba,Bandra,Mumbai,Bike,UPI,1.73,6.5,50.38,1.81,High,Cloudy,Completed,Unknown,2.8
B04315,C0165,D0098,2026-02-15 13:05:00,Electronic City,Indiranagar,Bengaluru,Auto,Card,3.84,10.1,94.56,1.08,Medium,Cloudy,Cancelled,Customer,3.5
B04316,C0372,D0030,2026-01-27 19:34:00,Hinjewadi,Viman Nagar,Pune,Auto,UPI,2.26,4.4,80.34,1.46,Low,Clear,Completed,Unknown,6.3
B04317,C0376,D0052,2026-03-01 07:13:00,Electronic City,Marathahalli,Bengaluru,Auto,UPI,8.49,25.2,136.41,2.01,High,Rain,Completed,Unknown,12.2
B04318,C0340,D0131,2026-02-13 10:17:00,Borivali,Malad,Mumbai,Cab,Cash,1.9,4.5,116.6,1.05,Low,Clear,Cancelled,Driver,4.7
B04319,C0340,D0053,2026-01-24 03:24:00,Noida Sector 18,Hauz Khas,Delhi,Bike,Card,10.49,21.7,102.94,1.1,Low,Clear,Completed,Unknown,8.3
B04320,C0068,D0036,2026-01-31 10:29:00,Rohini,Noida Sector 18,Delhi,Bike,Card,7.11,20.6,82.66,1.26,Medium,Rain,Completed,Unknown,6.4
B04321,C0291,D0050,2026-03-28 20:03:00,Indiranagar,HSR Layout,Bengaluru,Auto,Cash,2.9,11.3,86.1,1.37,High,Clear,Completed,Unknown,7.5
B04322,C0179,D0050,2026-02-10 08:09:00,Malad,Powai,Mumbai,Auto,UPI,16.34,38.6,207.06,1.46,Medium,Clear,Incomplete,Unknown,0.0
B04323,C0231,D0040,2026-02-20 17:47:00,Powai,Bandra,Mumbai,Bike,UPI,11.34,26.5,108.04,1.53,Low,Cloudy,Completed,Unknown,3.5
B04324,C0331,D0114,2026-01-10 08:02:00,Hinjewadi,Kharadi,Pune,Cab,UPI,7.08,18.0,189.12,1.52,Medium,Cloudy,Completed,Unknown,5.9
B04325,C0272,D0058,2026-01-27 10:02:00,Chembur,Colaba,Mumbai,Bike,UPI,2.63,5.6,55.78,1.09,Low,Clear,Completed,Unknown,7.4
B04326,C0191,D0045,2026-02-19 18:43:00,Chembur,Borivali,Mumbai,Auto,Cash,16.41,44.0,207.69,1.51,Medium,Clear,Completed,Unknown,4.7
B04327,C0394,D0129,2026-03-20 19:42:00,Dwarka,Hauz Khas,Delhi,Auto,Card,6.6,14.6,119.4,1.48,Medium,Clear,Completed,Unknown,0.0
B04328,C0064,D0078,2026-01-20 22:29:00,Marathahalli,Electronic City,Bengaluru,Cab,UPI,6.16,19.2,176.24,1.39,High,Smog,Cancelled,Customer,5.7
B04329,C0026,D0067,2026-01-12 14:38:00,Rohini,Pitampura,Delhi,Cab,Card,3.38,7.3,137.32,1.02,Low,Clear,Cancelled,Driver,0.0
B04330,C0144,D0137,2026-03-24 10:58:00,Wakad,Viman Nagar,Pune,Auto,Cash,3.32,6.7,89.88,1.23,Low,Rain,Completed,Unknown,0.9
B04331,C0192,D0090,2026-02-12 15:08:00,Pitampura,Lajpat Nagar,Delhi,Cab,UPI,8.72,19.3,212.08,1.23,Low,Rain,Completed,Unknown,5.4
B04332,C0283,D0001,2026-03-25 12:32:00,Kharadi,Kothrud,Pune,Bike,UPI,1.98,3.7,51.88,1.11,Low,Clear,Completed,Unknown,3.9
B04333,C0302,D0096,2026-02-12 13:28:00,Bandra,Powai,Mumbai,Auto,Cash,20.86,38.0,247.74,1.04,Low,Clear,Completed,Unknown,2.9
B04334,C0122,D0096,2026-03-18 11:37:00,Whitefield,Indiranagar,Bengaluru,Cab,UPI,3.35,7.9,136.9,1.03,Low,Cloudy,Completed,Unknown,2.6
B04335,C0364,D0078,2026-03-16 21:52:00,Gachibowli,Banjara Hills,Hyderabad,Auto,UPI,4.03,14.9,96.27,1.38,High,Smog,Incomplete,Unknown,7.1
B04336,C0065,D0113,2026-01-19 17:30:00,Powai,Andheri,Mumbai,Cab,Card,4.87,14.1,158.18,2.05,High,Rain,Completed,Unknown,3.6
B04337,C0226,D0126,2026-01-29 11:26:00,Connaught Place,Dwarka,Delhi,Bike,UPI,5.15,11.6,70.9,1.12,Low,Smog,Cancelled,Customer,10.6
B04338,C0382,D0087,2026-03-10 05:11:00,Borivali,Bandra,Mumbai,Cab,Card,10.25,31.6,233.5,1.29,Medium,Rain,Cancelled,Customer,11.8
B04339,C0224,D0017,2026-03-20 09:57:00,Kharadi,Kothrud,Pune,Cab,Cash,6.15,20.5,176.1,1.77,High,Clear,Completed,Unknown,11.1
B04340,C0192,D0079,2026-02-26 18:12:00,Koramangala,Whitefield,Bengaluru,Cab,Cash,1.28,5.0,107.92,1.75,High,Clear,Cancelled,Customer,0.7
B04341,C0172,D0031,2026-03-29 15:33:00,Dadar,Powai,Mumbai,Cab,UPI,12.79,24.8,269.06,1.13,Low,Cloudy,Completed,Unknown,0.0
B04342,C0206,D0027,2026-02-25 18:22:00,Andheri,Borivali,Mumbai,Bike,UPI,6.38,18.9,78.28,1.41,Medium,Clear,Completed,Unknown,4.9
B04343,C0391,D0031,2026-03-18 03:33:00,Janakpuri,Noida Sector 18,Delhi,Auto,UPI,2.71,5.1,84.39,1.11,Low,Clear,Completed,Unknown,2.5
